section,course,level,module,resource_type,title,format,editable_text,adaptive_use
Early Years Structured Literacy,Structured Literacy,Grade 2,EY,vocabulary picture cards,Grade 2 vocabulary picture cards,DOCX/PDF/HTML,Yes,core/intervention/parent support
Early Years Structured Literacy,Structured Literacy,Grade 2,EY,comprehension questions,Grade 2 comprehension questions,DOCX/PDF/HTML,Yes,core/intervention/parent support
Early Years Structured Literacy,Structured Literacy,Grade 2,EY,home practice pack,Grade 2 home practice pack,DOCX/PDF/HTML,Yes,core/intervention/parent support
Early Years Structured Literacy,Structured Literacy,Grade 2,EY,intervention note,Grade 2 intervention note,DOCX/PDF/HTML,Yes,core/intervention/parent support
Early Years Structured Literacy,Structured Literacy,Grade 2,EY,progress report,Grade 2 progress report,DOCX/PDF/HTML,Yes,core/intervention/parent support
Early Years Structured Literacy,Structured Literacy,Grade 2,EY,certificate,Grade 2 certificate,DOCX/PDF/HTML,Yes,core/intervention/parent support
Early Years Structured Literacy,Structured Literacy,Grade 3,EY,teacher weekly plan,Grade 3 teacher weekly plan,DOCX/PDF/HTML,Yes,core/intervention/parent support
Early Years Structured Literacy,Structured Literacy,Grade 3,EY,sound card set,Grade 3 sound card set,DOCX/PDF/HTML,Yes,core/intervention/parent support
Early Years Structured Literacy,Structured Literacy,Grade 3,EY,phoneme awareness games,Grade 3 phoneme awareness games,DOCX/PDF/HTML,Yes,core/intervention/parent support
Early Years Structured Literacy,Structured Literacy,Grade 3,EY,word-building mat,Grade 3 word-building mat,DOCX/PDF/HTML,Yes,core/intervention/parent support
Early Years Structured Literacy,Structured Literacy,Grade 3,EY,sound boxes,Grade 3 sound boxes,DOCX/PDF/HTML,Yes,core/intervention/parent support
Early Years Structured Literacy,Structured Literacy,Grade 3,EY,decodable reader,Grade 3 decodable reader,DOCX/PDF/HTML,Yes,core/intervention/parent support
Early Years Structured Literacy,Structured Literacy,Grade 3,EY,fluency tracker,Grade 3 fluency tracker,DOCX/PDF/HTML,Yes,core/intervention/parent support
Early Years Structured Literacy,Structured Literacy,Grade 3,EY,dictation sheet,Grade 3 dictation sheet,DOCX/PDF/HTML,Yes,core/intervention/parent support
Early Years Structured Literacy,Structured Literacy,Grade 3,EY,vocabulary picture cards,Grade 3 vocabulary picture cards,DOCX/PDF/HTML,Yes,core/intervention/parent support
Early Years Structured Literacy,Structured Literacy,Grade 3,EY,comprehension questions,Grade 3 comprehension questions,DOCX/PDF/HTML,Yes,core/intervention/parent support
Early Years Structured Literacy,Structured Literacy,Grade 3,EY,home practice pack,Grade 3 home practice pack,DOCX/PDF/HTML,Yes,core/intervention/parent support
Early Years Structured Literacy,Structured Literacy,Grade 3,EY,intervention note,Grade 3 intervention note,DOCX/PDF/HTML,Yes,core/intervention/parent support
Early Years Structured Literacy,Structured Literacy,Grade 3,EY,progress report,Grade 3 progress report,DOCX/PDF/HTML,Yes,core/intervention/parent support
Early Years Structured Literacy,Structured Literacy,Grade 3,EY,certificate,Grade 3 certificate,DOCX/PDF/HTML,Yes,core/intervention/parent support
